업체코드,종목코드,종목명,업체명,법인번호,사업자번호,설립일,상장일,상장폐지일,시장구분,결산월,기업규모,주식업종,소속기업집단,NICS산업분류,표준산업대분류,표준산업중분류,코스피구분,상폐사유,상폐사유요약,연도,01_총자본증가율,02_영업이익증가율,03_순이익증가율,04_자기자본증가율,05_매출액증가율,06_종업원수증가율,07_매출액총이익율,08_매출액영업이익율,09_매출액순이익율,10_총자산영업이익율,11_총자산순이익율,12_자기자본영업이익율,13_자기자본순이익율,14_금융비용부담율,15_수지비율,16_사내유보대자기자본비율,17_총자본회전율,18_자기자본회전율,19_타인자본회전율,20_유동자산회전율,21_당좌자산회전율,22_재고자산회전율,23_매출채권회전율,24_순운전자본회전율,26_종업원1인당부가가치,27_노동장비율,28_기계장비율,29_자본집약도,30_총자본투자효율,31_설비투자효율,32_1주당매출액,33_주당순이익,34_주당현금흐름,35_주당순자산가치,36_유보율,37_자기자본구성비율,38_유동비율,39_당좌비율,40_현금비율,41_재고자산대순운전자본비율,42_매출채권대매입채무비율,43_부채비율,44_이자보상비율,45_Cashflow대부채비율,46_Cashflow대차입금비율,47_Cashflow대총자본비율,48_Cashflow대매출액비율,49_기계투자효율,50_부가가치율,51_노동소득분배율,52_자산총계
N102286,A058530,파나케이아,헬스커넥트(주),110111-1005879,107-81-44588,1994-01-25,2002-02-05,2024-06-25,외감,12.0,중소기업,,씨지인바이츠,N20106.기계,C00000.제조업(10~34),C29000.기타 기계 및 장비 제조업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2022,-0.0109272,0.9023166,-0.3974721,-1.09,0.0437471,0.1,28.7,-1.24,-6.4,-0.0018494,-0.0095271,-0.0026805,-1.38,.01,97.22,79.18,.15,0.22,0.4804798,0.0,28.9731663,4.16,1.62,.5,,"214,804,000.","3,240,140.","1,268,299.59",,,792.6799277,-50.6930691,,3651.6670105,630.26,91.73,"1,112.56","1,039.25",417.05,7.24,455.86,9.01,-85.37,10.58,890.38,0.9,4.62,,,,"120,436,209,000."
N102286,A058530,파나케이아,헬스커넥트(주),110111-1005879,107-81-44588,1994-01-25,2002-02-05,2024-06-25,외감,12.0,중소기업,,씨지인바이츠,N20106.기계,C00000.제조업(10~34),C29000.기타 기계 및 장비 제조업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2023,-0.0841339,-10.6972862,-9.4642943,-8.41,0.5324018,1.1636364,21.27,-9.48,-43.67,-0.0254388,-0.1172318,-0.0329128,-15.17,1.11,136.7,55.01,.27,0.35,1.1821515,0.0,33.1326541,3.72,1.94,.58,,"147,937,840.","5,746,350.","678,177.65",,,1152.0853952,-508.4563035,,3011.245185,502.2,65.95,234.93,196.53,140.95,28.46,515.23,51.62,-8.57,-16.02,-32.57,-5.47,-27.35,,,,"71,951,765,000."
N102286,A058530,파나케이아,헬스커넥트(주),110111-1005879,107-81-44588,1994-01-25,2002-02-05,2024-06-25,외감,12.0,중소기업,,씨지인바이츠,N20106.기계,C00000.제조업(10~34),C29000.기타 기계 및 장비 제조업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2024,,,,,,,6.43,-30.4,-38.79,,,,-13.6,4.13,128.71,50.08,.22,,,0.0,85.7856244,,,.81,,"186,431,560.","9,126,780.",,,,,,,,499.23,60.11,,,97.95,55.13,771.9,,,-21.17,-40.92,-8.49,-33.45,,,,"91,655,904,000."
N870960,A060300,레드로버,(주)레드로버,110111-1282740,113-81-38005,1996-06-15,2002-01-10,2022-11-04,외감,12.0,중소기업,,레드로버,N45103.소프트웨어,J00000.정보통신업(58~63),J59000.영상ㆍ오디오 기록물 제작 및 배급업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적을 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2014,0.0520679,0.6323248,0.0236024,5.21,0.6752883,-0.1165049,30.85,16.15,4.05,0.097985,0.024551,0.132124,3.31,3.43,96.02,60.62,.61,0.82,2.3483533,34496.7277372,0.0,3.71,2.38,1.59,,"27,846,260.","641,970.","1,031,882.14",13.01,482.,2222.5378653,91.2925907,,2738.9765307,447.8,74.16,321.54,226.6,34.99,42.85,"5,936.75",34.84,4.71,15.6,16.54,4.03,6.64,"20,907.37",22.0,37.32,"91,478,352,000."
N870960,A060300,레드로버,(주)레드로버,110111-1282740,113-81-38005,1996-06-15,2002-01-10,2022-11-04,외감,12.0,중소기업,,레드로버,N45103.소프트웨어,J00000.정보통신업(58~63),J59000.영상ㆍ오디오 기록물 제작 및 배급업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적을 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2015,0.4829872,-1.2861786,-4.9846484,48.3,-0.304945,0.0549451,13.2,-6.65,-23.2,-0.0244724,-0.0853769,-0.0304561,-10.63,4.2,122.96,70.77,0.37,0.46,1.8734423,28028.2527044,115.9308816,3.06,1.57,0.9,,"17,307,780.","277,060.","1,100,730.13",0.77,49.25,1229.3787901,-295.2794531,,2958.7044022,491.78,85.15,753.43,620.16,50.79,20.4,"44,990.38",17.44,-1.58,-35.64,-38.2,-5.22,-16.21,"3,076.57",2.12,549.69,"91,478,352,000."
N870960,A060300,레드로버,(주)레드로버,110111-1282740,113-81-38005,1996-06-15,2002-01-10,2022-11-04,외감,12.0,중소기업,,레드로버,N45103.소프트웨어,J00000.정보통신업(58~63),J59000.영상ㆍ오디오 기록물 제작 및 배급업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적을 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2016,0.4389085,1.7249881,1.079258,43.89,0.0859817,0.53125,22.86,4.44,1.69,0.0131343,0.0050094,0.0151582,0.58,2.47,98.32,74.81,0.3,0.34,2.2162816,18890.9861056,49.3012034,4.42,1.2,0.71,,"11,513,610.","59,160.","978,267.85",7.47,634.5,1097.7517836,19.1223899,,3395.4507667,579.12,87.72,433.96,390.64,20.48,12.97,"81,209.49",13.99,1.79,13.19,14.93,1.59,6.38,"123,478.83",25.63,60.9,"118,158,443,000."
N870960,A060300,레드로버,(주)레드로버,110111-1282740,113-81-38005,1996-06-15,2002-01-10,2022-11-04,외감,12.0,중소기업,,레드로버,N45103.소프트웨어,J00000.정보통신업(58~63),J59000.영상ㆍ오디오 기록물 제작 및 배급업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적을 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2017,-0.0071701,-3.1494387,-15.9545444,-.72,-0.1490462,-0.2040816,2.34,-11.21,-29.75,-0.0243462,-0.0646034,-0.0277118,-7.35,3.34,129.51,74.85,0.22,0.25,1.7880034,21296.5551498,55.4857147,4.14,0.73,0.51,,"14,366,320.","16,020.","1,440,110.16",0.61,61.62,796.5812224,-242.8205477,,3246.0628372,549.87,87.99,683.63,614.08,46.03,11.92,"71,221.74",13.65,-3.36,-38.21,-39.06,-4.75,-22.57,"55,253.03",2.91,688.1,"165,024,991,000."
N870960,A060300,레드로버,(주)레드로버,110111-1282740,113-81-38005,1996-06-15,2002-01-10,2022-11-04,외감,12.0,중소기업,,레드로버,N45103.소프트웨어,J00000.정보통신업(58~63),J59000.영상ㆍ오디오 기록물 제작 및 배급업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적을 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2018,-0.2947881,-5.0105475,-3.3288241,-29.48,-0.6556845,-0.2991453,-84.61,-195.72,-374.03,-0.1733287,-0.3312456,-0.1960628,-37.47,6.7,461.37,68.09,.09,0.1,0.7637639,32664.3370745,60.3755256,2.82,0.23,.2,,"10,653,600.",290.,"1,770,941.7",-25.72,"-4,275.87",270.8916223,-1021.6488834,,2127.6989497,325.54,89.0,870.53,868.13,30.91,.31,"81,579.39",12.36,-29.21,-312.97,-344.34,-36.22,-357.61,"-155,640,745.83",-304.28,-13.69,"163,349,500,000."
N870960,A060300,레드로버,(주)레드로버,110111-1282740,113-81-38005,1996-06-15,2002-01-10,2022-11-04,외감,12.0,중소기업,,레드로버,N45103.소프트웨어,J00000.정보통신업(58~63),J59000.영상ㆍ오디오 기록물 제작 및 배급업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적을 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2019,-0.9356405,-0.7206519,-1.0309407,-93.56,-0.0155896,-0.5609756,-13.07,-342.09,-771.67,-0.5795761,-1.3073576,-0.7664053,-172.88,11.84,678.72,-74.01,.17,0.22,0.69499,191220.1066055,130.9635247,91.99,0.22,.58,,"22,094,460.",360.,"2,122,743.17",-120.99,"-11,624.65",249.7353039,-1942.1275804,,117.2476978,-76.55,22.67,46.23,45.74,.47,,"42,803.59",341.11,-28.88,-414.87,"-1,015.8",-303.72,"-1,039.97","-711,249,969.23","-1,000.64",-2.56,"113,883,154,000."
N870960,A060300,레드로버,(주)레드로버,110111-1282740,113-81-38005,1996-06-15,2002-01-10,2022-11-04,외감,12.0,중소기업,,레드로버,N45103.소프트웨어,J00000.정보통신업(58~63),J59000.영상ㆍ오디오 기록물 제작 및 배급업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적을 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2020,2.6316794,1.0023632,1.0120436,263.17,0.2326704,-0.3055556,30.82,.66,7.54,0.0026471,0.030431,0.0064669,7.43,9.01,94.21,18.78,.4,0.99,0.683341,114410.5547162,64.4312483,169.56,0.31,-2.64,,"29,032,780.","1,666,740.","1,438,945.3",14.51,719.28,245.8835657,22.5712306,,817.0053684,63.46,52.6,98.52,98.12,10.01,,284.,90.11,0.07,10.56,26.2,4.44,15.67,"12,529.05",45.76,35.47,"28,775,240,000."
N870960,A060300,레드로버,(주)레드로버,110111-1282740,113-81-38005,1996-06-15,2002-01-10,2022-11-04,외감,12.0,중소기업,,레드로버,N45103.소프트웨어,J00000.정보통신업(58~63),J59000.영상ㆍ오디오 기록물 제작 및 배급업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적을 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2021,,,,,,,3.08,-33.57,-182.46,,,,-82.17,11.32,191.73,-27.17,.23,,,195732.6959165,118.8322119,,,8.23,,"21,486,500.","4,313,820.","1,736,174.44",,,,,,,-38.2,43.86,,,24.3,.,691.51,,,-142.26,-238.18,-80.63,-212.23,,,,"45,037,536,000."
N870960,A060300,레드로버,(주)레드로버,110111-1282740,113-81-38005,1996-06-15,2002-01-10,2022-11-04,외감,12.0,중소기업,,레드로버,N45103.소프트웨어,J00000.정보통신업(58~63),J59000.영상ㆍ오디오 기록물 제작 및 배급업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적을 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2022,,,,,,,-5.63,-99.53,-409.33,,,,-197.88,29.09,494.93,-118.76,.15,,,362213.6819532,98.1143647,,,-5.16,,"82,113,500.","17,778,330.",,,,,,,,-92.37,9.67,,,13.71,,"1,380.24",,,-87.86,-149.29,-80.05,-402.37,,,,"18,766,710,000."
N870960,A060300,레드로버,(주)레드로버,110111-1282740,113-81-38005,1996-06-15,2002-01-10,2022-11-04,외감,12.0,중소기업,,레드로버,N45103.소프트웨어,J00000.정보통신업(58~63),J59000.영상ㆍ오디오 기록물 제작 및 배급업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적을 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2023,,,,,,,-168.73,-374.08,-139.74,,,,-83.78,.,140.71,-133.5,.04,,,0.0948180818,0.0948180818,,,-.09,,"43,263,330.","11,284,170.",,,,,,,,-97.09,3.86,,,1.76,,"1,387,784.85",,,-5.43,-9.19,-5.22,-130.59,,,,"11,368,096,000."
N870960,A060300,레드로버,(주)레드로버,110111-1282740,113-81-38005,1996-06-15,2002-01-10,2022-11-04,외감,12.0,중소기업,,레드로버,N45103.소프트웨어,J00000.정보통신업(58~63),J59000.영상ㆍ오디오 기록물 제작 및 배급업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적을 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2024,,,,,,,28.24,-246.77,-157.96,,,,,.32,182.44,-179.72,.03,,,0.0957449217,0.0957449217,,,-.06,,"11,258,750.","3,534,250.",,,,,,,,-100.52,,,,1.74,,"1,385,609.09",,,-5.6,-8.01,-5.67,-146.02,,,,"8,175,125,000."
N122914,A062860,티엘아이,(주)티엘아이,131111-0035640,129-81-26130,1998-10-28,2006-07-25,2024-11-14,외감,12.0,중견기업,,원익,N45301.반도체 및 반도체장비,C00000.제조업(10~34),"C26000.전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2014,-0.012179,2.4246819,0.8673208,-1.22,0.149834,,23.59,5.31,-1.08,0.0368826,-0.0075232,0.054461,-1.11,1.27,96.8,52.56,.69,1.03,2.1520834,0.0,214.6493659,12.25,7.86,12.4,,,,,10.12,41.68,13568.8725436,150.1527445,2089.1472344,11082.0566173,"2,094.52",65.98,115.52,93.83,18.64,139.73,158.67,51.56,4.19,36.21,,4.4,6.39,"4,846.36",14.28,39.46,"188,158,203,000."
N122914,A062860,티엘아이,(주)티엘아이,131111-0035640,129-81-26130,1998-10-28,2006-07-25,2024-11-14,외감,12.0,중견기업,,원익,N45301.반도체 및 반도체장비,C00000.제조업(10~34),"C26000.전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2015,0.0047522,-0.594805,-0.8426328,.48,-0.0047141,,20.77,2.16,-2.01,0.0150337,-0.0139452,0.0221507,-2.05,1.33,101.06,56.22,0.7,1.02,2.1645688,0.0,229.2006615,11.85,6.96,9.9,,"224,649,450.","2,335,970.","942,964.39",,,13504.907365,137.8988032,1801.4636488,11286.4562401,"2,126.39",69.86,135.63,115.89,28.55,55.39,212.82,43.15,1.63,36.32,,3.75,5.27,,,,"195,872,823,000."
N122914,A062860,티엘아이,(주)티엘아이,131111-0035640,129-81-26130,1998-10-28,2006-07-25,2024-11-14,외감,12.0,중견기업,,원익,N45301.반도체 및 반도체장비,C00000.제조업(10~34),"C26000.전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2016,-0.1668876,-1.3604207,0.8213365,-16.69,-0.4167318,0.1060606,28.95,-1.34,-0.61,-0.0067717,-0.0031137,-0.0086898,-0.4,.12,99.92,87.28,0.51,0.65,2.2966688,0.0,209.7764488,8.15,4.84,1.93,,"206,636,140.","3,163,710.","841,328.18",,,7858.4282185,-106.4409972,567.2227532,11294.2588085,"2,114.31",90.47,712.75,623.2,119.83,14.61,197.87,10.54,-10.86,18.69,,1.68,2.82,,,,"185,883,016,000."
